the_geom,OBJECTID,Status,Score,MATCH_TYPE,Match_addr,Side,User_fld,Addr_type,Full Address,B1_PER_ID1,B1_PER_ID2,B1_PER_ID3,B1_PER_GROUP,SUBDIVISIONNAME,PERMITNUM,PERMITTYPE,B1_APPL_STATUS,B1_HSE_NBR_START,B1_HSE_FRAC_NBR_START,B1_STR_DIR,B1_STR_NAME,B1_STR_SUFFIX,B1_STR_SUFFIX_DIR,B1_UNIT_TYPE,B1_WORK_DESC,ADDRESS,SEQ,LINK,WEB,StPreDir,Country,X,StPreType,State,SubAddressType,StateAbbr,StType,Xmax,Distance,StDir,DisplayY,City,AddNum,StName,ZIP,LangCode,Ymax,B1_UNIT_START,DisplayX,ZIP4,StAddr,Y,Xmin,SubAddressUnit,Ymin,County
POINT (-105.009894605128 40.509651904871),"1,061",M,100,A,"5548 WHEELHOUSE WAY, 80528",,700442997,SubAddress,,21COM,0,419,Building,KECHTER TOWNHOMES,B2107769,Residential New Single Family Attached,Issued Full,"5,548",,,WHEELHOUSE,WAY,,,New 2 story 1108 sq. ft. single family attached on slab on grade foundation and 219 sq. ft. garage. FCLWD - Energy Compliance= Prescriptive.  Electric service is 200 Amps. Job Contact: Brian Bohling 480-463-0041,5548   WHEELHOUSE WAY,33,&capID1=21COM&capID2=00000&capID3=00419,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21COM&capID2=00000&capID3=00419&agencyCode=FTCOLLINS,,USA,"3,136,316.31",,,,,WAY,0,0,,0,,5548,WHEELHOUSE,80528,,0,1,0,,5548 WHEELHOUSE WAY,"1,428,888.03",0,,0,
POINT (-105.042282764886 40.502108403863),"1,712",M,100,A,"1926 ROSEN DR, 80528",,700413437,SubAddress,,22RAL,0,1070,Building,,B2206134,Residential General Alteration,Issued Full,"1,926",,,ROSEN,DR,,,06/05/2023 revision submitted Transition to 405W HANEHA Q-Cell Module. Installation of a 3.50 kW Roof Mounted PV Solar System- 10 Panels,1926   ROSEN DR,74,&capID1=22RAL&capID2=00000&capID3=01070,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=01070&agencyCode=FTCOLLINS,,USA,"3,127,284.99",,,,,DR,0,0,,0,,1926,ROSEN,80528,,0,,0,,1926 ROSEN DR,"1,426,048.38",0,,0,
POINT (-105.039847844746 40.541992036427),543,M,100,A,"3325 S TIMBERLINE RD, 80525",,88120000,SubAddress,,23RAL,0,807,Building,,B2304627,Commercial General Alteration,Routed for Review,"3,325",,S,TIMBERLINE,RD,,,"Tenant finish of 13,879 sq ft for ""Kimley Horn"" to include interior walls, finishes, lighting, casework, power, and furniture.  No modifications to existing structure, no new structural work. Job contact: TBD",3325  S TIMBERLINE RD,,&capID1=23RAL&capID2=00000&capID3=00807,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00807&agencyCode=FTCOLLINS,S,USA,"3,127,890.99",,,,,RD,0,0,,0,,3325,TIMBERLINE,80525,,0,100,0,,3325 S TIMBERLINE RD,"1,440,617.96",0,,0,
POINT (-105.071221815425 40.607811173957),"1,617",M,100,A,"1550 BLUE SPRUCE DR, 80524",,153760000,SubAddress,,22RAL,0,375,Building,,B2202327,Commercial General Alteration,Re-Issued Full,"1,550",,,BLUE SPRUCE,DR,,,"Renovations to include new interior finishes, exterior siding and windows. Replacement of hot water heater, plumbing fixtures, lighting fixtures and addition of new furnace and air conditioning system. In association with SP02347.",1550   BLUE SPRUCE DR,20,&capID1=22RAL&capID2=00000&capID3=00375,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=00375&agencyCode=FTCOLLINS,,USA,"3,119,038.51",,,,,DR,0,0,,0,,1550,BLUE SPRUCE,80524,,0,E31,0,,1550 BLUE SPRUCE DR,"1,464,462.44",0,,0,
POINT (-105.039267896238 40.629176911442),"1,933",M,100,A,"2045 MORNINGSTAR WAY, 80524",,700122358,SubAddress,,22RAL,0,807,Building,,B2204853,Commercial General Alteration,Issued Full,"2,045",,,MORNINGSTAR,WAY,,,Convert model home garage into a temporary sales office.,2045   MORNINGSTAR WAY,,&capID1=22RAL&capID2=00000&capID3=00807,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=00807&agencyCode=FTCOLLINS,,USA,"3,127,887.14",,,,,WAY,0,0,,0,,2045,MORNINGSTAR,80524,,0,,0,,2045 MORNINGSTAR WAY,"1,472,381.00",0,,0,
POINT (-105.044892391049 40.503181292634),"1,891",M,100,A,"6008 FLYING MALLARD DR, 80528",,700413145,SubAddress,,22RAL,0,1181,Building,,B2206878,Residential General Alteration,Issued Full,"6,008",,,FLYING MALLARD,DR,,,06/05/2023 revision submitted Transition to 405W HANEHA Q-Cell Module.  Installation of a Solar PV system - roof mount; 11 panels; 3.85 KW.,6008   FLYING MALLARD DR,76,&capID1=22RAL&capID2=00000&capID3=01181,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=01181&agencyCode=FTCOLLINS,,USA,"3,126,552.59",,,,,DR,0,0,,0,,6008,FLYING MALLARD,80528,,0,,0,,6008 FLYING MALLARD DR,"1,426,459.12",0,,0,
,"2,138",U,0,A,,,,,,22CAP,0,000O0,Building,Arlington,SP02413,Stock Plan,Approved,,,,,,,,,,,&capID1=22CAP&capID2=00000&capID3=000O0,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=000O0&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,"2,335",U,0,A,,,,,,17CAP,0,000FN,Building,,SP01994,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000FN,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000FN&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.063864723679 40.497511153711),"1,154",M,100,A,"6570 PORTNER RD, 80525",,141780000,SubAddress,,21RAL,0,479,Building,,B2103993,Commercial General Alteration,Resubmittal Requested,"6,570",,,PORTNER,RD,,,Transfort maintenance facility (TMF) CNG major maintenance upgrades - phase 1. Work to include bringing facility up to the state standards. Job contact: TBA.,6570   PORTNER RD,44,&capID1=21RAL&capID2=00000&capID3=00479,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21RAL&capID2=00000&capID3=00479&agencyCode=FTCOLLINS,,USA,"3,121,096.81",,,,,RD,0,0,,0,,6570,PORTNER,80525,,0,,0,,6570 PORTNER RD,"1,423,659.91",0,,0,
,"2,196",U,0,A,,,,,,17CAP,0,000ED,Building,,SP01948,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000ED,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000ED&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.063604178628 40.546559324674),"1,576",M,100,A,"801 E SWALLOW RD, 80525",,332970000,SubAddress,,23RAL,0,842,Building,,B2304750,Residential General Alteration,Applied,801,,E,SWALLOW,RD,,,"Install 6.48kW PV roof mount, flush mount grid tied system.",801  E SWALLOW RD,,&capID1=23RAL&capID2=00000&capID3=00842,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00842&agencyCode=FTCOLLINS,E,USA,"3,121,280.36",,,,,RD,0,0,,0,,801,SWALLOW,80525,,0,,0,,801 E SWALLOW RD,"1,442,248.47",0,,0,
POINT (-105.081005757238 40.5924493738),866,M,100,A,"302 CHERRY ST, 80521",,185420000,SubAddress,,HIS01,0,1466,Building,,B0100972,Residential New Single Family Detached,Issued TCO,302,,,CHERRY,ST,,,CHANGE OF USE FROM SINGLE FAMILY RESIDENCE TO GROUP HOME FOR TROUBLED YOUTH. (6 RESIDENTS).  NO REMODEL WORK PROPOSED.  THIS IS AN APPLICATION FOR A CERTIFICATE OF OCCUPANCY TO ALLOW THE CHANGE OF USE.,302   CHERRY ST,,&capID1=HIS01&capID2=00000&capID3=01466,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS01&capID2=00000&capID3=01466&agencyCode=FTCOLLINS,,USA,"3,116,365.38",,,,,ST,0,0,,0,,302,CHERRY,80521,,0,,0,,302 CHERRY ST,"1,458,943.25",0,,0,
POINT (-105.05895080256 40.489173188204),582,M,100,A,"1013 SOMERLY LN, 80525",,144530000,SubAddress,,23RAL,0,771,Building,,B2304553,Residential General Alteration,Ready to Issue,"1,013",,,SOMERLY,LN,,,"[Plan Review Comments:New fenestration shall have a maximum U-factor of 0.25 where the proposed fenestration area is more than 30 percent of the wall area by elevation. Otherwise, new fenestration shall have a maximum U-factor of 0.28.]
Replace 20 windows 0.28 U-factor and 0.24 Solar Heat Gain Coefficient (SHGC) and one door 0.27 U-factor and 0.18 Solar Heat Gain Coefficient (SHGC).] Job Contact: Jesse Williams 970-775-6044",1013   SOMERLY LN,,&capID1=23RAL&capID2=00000&capID3=00771,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00771&agencyCode=FTCOLLINS,,USA,"3,122,677.54",,,,,LN,0,0,,0,,1013,SOMERLY,80525,,0,,0,,1013 SOMERLY LN,"1,421,348.95",0,,0,
,"2,063",U,0,A,,,,,,17CAP,0,000DC,Building,,SP01911,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000DC,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000DC&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.009852051268 40.509663967884),"1,178",M,100,A,"5548 WHEELHOUSE WAY, 80528",,700442997,SubAddress,,21COM,0,422,Building,KECHTER TOWNHOMES,B2107772,Residential New Single Family Attached,Issued Full,"5,548",,,WHEELHOUSE,WAY,,,New 2 story 1156 sq. ft. single family attached on slab on grade foundation and 266 sq. ft. garage. FCLWD - Energy Compliance= Prescriptive.  Electric service is 200 Amps. Job Contact: Brian Bohling 480-463-0041,5548   WHEELHOUSE WAY,33,&capID1=21COM&capID2=00000&capID3=00422,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21COM&capID2=00000&capID3=00422&agencyCode=FTCOLLINS,,USA,"3,136,316.31",,,,,WAY,0,0,,0,,5548,WHEELHOUSE,80528,,0,3,0,,5548 WHEELHOUSE WAY,"1,428,888.03",0,,0,
,"2,298",U,0,A,,,,,,20CAP,0,000VN,Building,Plan 2659.5,SP02301,Stock Plan,Code Update Required,,,,,,,,"New Stock Plan for 2018 IRC review (Plan 2659.5) - Owner/Applicant is Challenger Denver LLC.  Builder is Dream Team Construction, Inc.",,,&capID1=20CAP&capID2=00000&capID3=000VN,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=20CAP&capID2=00000&capID3=000VN&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.108611894172 40.549247503886),657,M,100,A,"1707 HULL ST, 80526",,368770000,SubAddress,,23RAL,0,562,Building,,B2303324,Residential General Alteration,Routed for Review,"1,707",,,HULL,ST,,,"Adding 2.8kW (7) modules of Solar PV System to existing solar installation Reference- B2204537 
Job Contact: Spender Judson (303) 589-1060",1707   HULL ST,,&capID1=23RAL&capID2=00000&capID3=00562,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00562&agencyCode=FTCOLLINS,,USA,"3,108,768.16",,,,,ST,0,0,,0,,1707,HULL,80526,,0,,0,,1707 HULL ST,"1,443,169.41",0,,0,
,"2,082",U,0,A,,,,,,22CAP,0,000K7,Building,Broadmoor,SP02396,Stock Plan,Approved,,,,,,,,Energy docs updated to Total UA/Alt on 5/25/23. Updated application to match.,,,&capID1=22CAP&capID2=00000&capID3=000K7,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=000K7&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.08255820745 40.566048725467),944,M,100,A,"425 W PROSPECT RD, 80526",,307990000,SubAddress,,10RAL,0,484,Building,,B1005900,Commercial General Alteration,Applied,425,,W,PROSPECT,RD,,,INSTALLATION OF WIRLESS ANTENNA ON ROOFTOP OF HILTON HOTEL FOR OPEN RANGE WIRELESS,425  W PROSPECT RD,,&capID1=10RAL&capID2=00000&capID3=00484,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10RAL&capID2=00000&capID3=00484&agencyCode=FTCOLLINS,W,USA,"3,115,979.52",,,,,RD,0,0,,0,,425,PROSPECT,80526,,0,,0,,425 W PROSPECT RD,"1,449,323.23",0,,0,
POINT (-105.06800343029 40.571869074259),"1,086",M,100,A,"605 EDWARDS ST, 80524",,222350000,SubAddress,,21RES,0,111,Building,,B2109759,Residential Addition,Ready to Issue,605,,,EDWARDS,ST,,GAR,"Conversion of existing 460 sf garage to accessory building with habitable space. No cooking appliances, electric heat and air. Work to include 350 sf pop the top addition. Existing concrete drive to be pulled and replaced with gravel. Job Contact - Torey Lenoch - 970-219-0823",605   EDWARDS ST,,&capID1=21RES&capID2=00000&capID3=00111,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21RES&capID2=00000&capID3=00111&agencyCode=FTCOLLINS,,USA,"3,120,012.87",,,,,ST,0,0,,0,,605,EDWARDS,80524,,0,,0,,605 EDWARDS ST,"1,451,462.99",0,,0,
POINT (-105.028949294641 40.520807036502),806,M,100,A,"2502 TIMBERWOOD DR, 80528",,2730001,SubAddress,,HIS99,0,40291,Building,WILDWOOD TOWNHOMES PUD,B970202,Residential New Single Family Attached,Issued TCO,"2,502",,,TIMBERWOOD,DR,,,NEW TOWNHOME  STOCK PLAN 814                                            HOLD CO FOR SITE INSPECTION & LANDSCAPING,2502   TIMBERWOOD DR,1,&capID1=HIS99&capID2=00000&capID3=40291,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS99&capID2=00000&capID3=40291&agencyCode=FTCOLLINS,,USA,"3,130,935.26",,,,,DR,0,0,,0,,2502,TIMBERWOOD,80528,,0,66,0,,2502 TIMBERWOOD DR,"1,432,779.84",0,,0,
,"2,119",U,0,A,,,,,,17CAP,0,000J6,Building,Lindsey - Country Manor Elevation,SP02121,Stock Plan,Approved,,,,,,,,"Lindsey - Country Manor Elevation 
BMISC150658",,,&capID1=17CAP&capID2=00000&capID3=000J6,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000J6&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.120677266752 40.557337936957),"1,235",M,100,A,"2306 KARAKUL CT, 80526",,291720000,SubAddress,,23RAL,0,345,Building,,B2301908,Residential General Alteration,Issued Full,"2,306",,,KARAKUL,CT,,,"Replacing (4) like for like windows/ U-Factor = .28. 
Job Contact: Matthew Seiler (303) 945-1519",2306   KARAKUL CT,,&capID1=23RAL&capID2=00000&capID3=00345,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00345&agencyCode=FTCOLLINS,,USA,"3,105,402.65",,,,,CT,0,0,,0,,2306,KARAKUL,80526,,0,,0,,2306 KARAKUL CT,"1,446,102.24",0,,0,
POINT (-105.04572302685 40.506860922784),"1,295",M,100,A,"1734 KNOBBY PINE DR, 80528",,700457575,SubAddress,,23COM,0,61,Building,HANSEN FARM FIRST REPLAT,B2300948,Residential New Single Family Attached,Issued Full,"1,734",,,KNOBBY PINE,DR,,,"New single-family residence 2 story, 1500sq. ft. on crawl space and 467 sq. ft. attached garage. Stock Plan (SP02405) with option 1(optional crawlspace).  Energy=UA/Rescheck FCLWD Water. 200 A. Job contact: Peter Carter 303-968-8660.",1734   KNOBBY PINE DR,208,&capID1=23COM&capID2=00000&capID3=00061,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23COM&capID2=00000&capID3=00061&agencyCode=FTCOLLINS,,USA,"3,126,340.68",,,,,DR,0,0,,0,,1734,KNOBBY PINE,80528,,0,B,0,,1734 KNOBBY PINE DR,"1,427,792.10",0,,0,
,"2,316",U,0,A,,,,,,17CAP,0,000K4,Building,,SP02155,Stock Plan,Approved,,,,,,,,"""Residence 4""
BMISC160765",,,&capID1=17CAP&capID2=00000&capID3=000K4,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000K4&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,"2,299",U,0,A,,,,,,17CAP,0,000FK,Building,,SP01991,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000FK,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000FK&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.052441652705 40.549115445514),"1,751",M,100,A,"1406 OXBOROUGH LN, 80525",,76890000,SubAddress,,22RES,0,37,Building,,B2204609,Residential Addition,Issued Full,"1,406",,,OXBOROUGH,LN,,,"Residential addition of 720 sf to existing house. home is electric heat, no hvac work to be done.  Hinton to do the roofing. Job Contact - Andy Hinton - 970-481-4470",1406   OXBOROUGH LN,,&capID1=22RES&capID2=00000&capID3=00037,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RES&capID2=00000&capID3=00037&agencyCode=FTCOLLINS,,USA,"3,124,377.78",,,,,LN,0,0,,0,,1406,OXBOROUGH,80525,,0,,0,,1406 OXBOROUGH LN,"1,443,195.14",0,,0,
POINT (-105.133034598199 40.564873318922),308,M,100,A,"1740 AZALEA DR, 80526",,278410000,SubAddress,,22RAL,0,1372,Building,,B2208208,Residential General Alteration,Issued Full,"1,740",,,AZALEA,DR,,,"Replace all exterior windows and doors, raise the 216 sf living room floor to be flush, upgrade all electrical fixtures, and upgrade all plumbing fixtures in the bathroom and kitchen. Armstead Construction to do the framing. Job Contact - Jeff Schneider - 970-472-1113",1740   AZALEA DR,,&capID1=22RAL&capID2=00000&capID3=01372,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=01372&agencyCode=FTCOLLINS,,USA,"3,101,957.66",,,,,DR,0,0,,0,,1740,AZALEA,80526,,0,2,0,,1740 AZALEA DR,"1,448,832.99",0,,0,
POINT (-105.012574652651 40.596167023795),"1,192",M,100,A,"3437 GREEN LAKE DR, 80524",,700368387,SubAddress,,22COM,0,62,Building,TRAIL HEAD FILING FOUR,B2201159,Residential New Single Family Detached,Routed for Review,"3,437",,,GREEN LAKE,DR,,,Construction of a 1795 sq. ft. single family detached residence with a 528 sq. ft. attached garage. Stock Plan SP02332 with option 2(finished basement). ELCO/Boxelder. Energy compliance: SPA. Job Contact: Ceri Jones 970-567-9717,3437   GREEN LAKE DR,,&capID1=22COM&capID2=00000&capID3=00062,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00062&agencyCode=FTCOLLINS,,USA,"3,135,362.35",,,,,DR,0,0,,0,,3437,GREEN LAKE,80524,,0,,0,,3437 GREEN LAKE DR,"1,460,394.76",0,,0,
POINT (-105.049603751367 40.529187977149),"1,403",M,100,A,"1652 SHENANDOAH CIR, 80525",,90110000,SubAddress,,23RAL,0,748,Building,,B2304416,Residential General Alteration,Applied,"1,652",,,SHENANDOAH,CIR,,,"Installation of a grid-tied, flush mount 8.1kW PV solar system. Job contact: Davis Fogerty 720-305-4503",1652   SHENANDOAH CIR,,&capID1=23RAL&capID2=00000&capID3=00748,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00748&agencyCode=FTCOLLINS,,USA,"3,125,203.29",,,,,CIR,0,0,,0,,1652,SHENANDOAH,80525,,0,,0,,1652 SHENANDOAH CIR,"1,435,939.47",0,,0,
POINT (-105.036197368122 40.521267276589),126,M,100,A,"2121 E HARMONY RD, 80528",,596830000,SubAddress,,22RAL,0,652,Building,,B2203756,Commercial General Alteration,Issued Full,"2,121",,E,HARMONY,RD,,,This project is for Radiation Oncology to removal of existing LINAC and radiology (Brainlab) equipment and replace with new. The scope will include control room updates to account for new equipment and new cabinets in the existing treatment room Varian System. The structural scope will include the development of new supports and load evaluations for equipment within the room. Job Contact: TBA,2121  E HARMONY RD,128,&capID1=22RAL&capID2=00000&capID3=00652,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=00652&agencyCode=FTCOLLINS,E,USA,"3,128,759.97",,,,,RD,0,0,,0,,2121,HARMONY,80528,,0,160,0,,2121 E HARMONY RD,"1,433,275.53",0,,0,
,"2,040",U,0,A,,,,,,17CAP,0,000FB,Building,,SP01982,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000FB,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000FB&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.028831315283 40.520646857356),826,M,100,A,"2502 TIMBERWOOD DR, 80528",,2730001,SubAddress,,HIS99,0,40282,Building,WILDWOOD TOWNHOMES PUD,B970046,Residential New Single Family Attached,Issued TCO,"2,502",,,TIMBERWOOD,DR,,,NEW TOWNHOME  STOCK PLAN 814,2502   TIMBERWOOD DR,1,&capID1=HIS99&capID2=00000&capID3=40282,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=HIS99&capID2=00000&capID3=40282&agencyCode=FTCOLLINS,,USA,"3,130,935.26",,,,,DR,0,0,,0,,2502,TIMBERWOOD,80528,,0,55,0,,2502 TIMBERWOOD DR,"1,432,779.84",0,,0,
POINT (-105.013124278062 40.596507442736),"1,104",M,100,A,"3413 GREEN LAKE DR, 80524",,700368389,SubAddress,,22COM,0,66,Building,TRAIL HEAD FILING FOUR,B2201163,Residential New Single Family Detached,Routed for Review,"3,413",,,GREEN LAKE,DR,,,New 1539 sq ft single family detached residence with 1495 sq. ft. finished basement and 418 sq ft attached garage. Stock Plan 2335 with options 2 (finished basement) . Elco/Boxelder - Energy Compliance= SPA. 150 A. Job contact: Ceri Jones 970-567-9717,3413   GREEN LAKE DR,,&capID1=22COM&capID2=00000&capID3=00066,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00066&agencyCode=FTCOLLINS,,USA,"3,135,209.04",,,,,DR,0,0,,0,,3413,GREEN LAKE,80524,,0,,0,,3413 GREEN LAKE DR,"1,460,517.94",0,,0,
POINT (-105.075275771117 40.518280740425),"2,156",M,100,A,"110 FAIRWAY LN, 80525",,115330000,SubAddress,,23AWN,0,531,Building,,B2304189,Demolition,Issued Full,110,,,FAIRWAY,LN,,GAR,Complete demolition of garage1 of 409 sq ft and removal of all debris to landfill. Job Contact: Cory Regan (970)381-4311,110   FAIRWAY LN,223,&capID1=23AWN&capID2=00000&capID3=00531,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23AWN&capID2=00000&capID3=00531&agencyCode=FTCOLLINS,,USA,"3,118,028.10",,,,,LN,0,0,,0,,110,FAIRWAY,80525,,0,1,0,,110 FAIRWAY LN,"1,431,778.11",0,,0,
,"1,427",U,0,A,,,,,,17CAP,0,000FZ,Building,,SP02006,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000FZ,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000FZ&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,"2,147",U,0,A,,,,,,17CAP,0,000J5,Building,Fairplay - Classic at Kechter Farms,SP02120,Stock Plan,Approved,,,,,,,,"Fairplay - Classic at Kechter Farms

Does Not Meet LUC Garage Standards.",,,&capID1=17CAP&capID2=00000&capID3=000J5,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000J5&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
,484,U,0,A,,,,,,17CAP,0,000IP,Building,,SP02104,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000IP,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000IP&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.122688822738 40.56618678172),"1,190",M,100,A,"1701 FAIRBROOKE CT, 80526",,275110000,SubAddress,,21RES,0,107,Building,,B2109497,Residential Addition,Re-Issued Full,"1,701",,,FAIRBROOKE,CT,,,Construction of a 336 sq. ft. addition to West side of home for a living room/study space. Homeowner affidavit on file. Job Contact: TS Berger 970-413-4698,1701   FAIRBROOKE CT,,&capID1=21RES&capID2=00000&capID3=00107,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21RES&capID2=00000&capID3=00107&agencyCode=FTCOLLINS,,USA,"3,104,830.00",,,,,CT,0,0,,0,,1701,FAIRBROOKE,80526,,0,,0,,1701 FAIRBROOKE CT,"1,449,323.56",0,,0,
